0.626605 0.694813 0.816245 -1.145295 -0.651617 -3.058760 -1.365725 -2.971678 -2.828432 1.290691 2.557255 1.840080 -1.630340 -3.115397 -1.481273 1.235439 -2.802914 1.094976 2.714820 2.300907 2.606185 -2.162265 -2.806162 -1.064284 0.839157 -0.345607 2.787515 0.300540 2.726503 -2.327119 0.984678 -2.516070 1.196264 -1.567091 -2.478801 0.145456 -3.072555 -0.601287 2.616739 0.942284 2.061812 2.616744 1.005443 2.729424 -1.456088 -1.404660 0.810068 0.793315 -1.205926 1.419588 -1.229160 -1.823591 2.838909 2.857383 2.080209 -1.631180 -1.746283 0.939836 -0.444560 2.724575 -1.573867 2.389692 -0.181841 -1.114677 
2.233498 2.510241 -1.198143 -0.013035 -1.309797 -0.606442 -0.893556 2.931033 -2.739657 1.079806 -3.045436 0.405485 2.087225 0.512929 2.282737 -2.923048 -1.681159 -0.551540 2.806940 -2.564316 -3.114972 -2.697092 2.885907 0.155245 -1.875519 3.082506 1.582877 1.279178 1.951413 -2.243016 2.345181 -0.389436 0.668262 -1.619504 2.242356 2.330686 0.515424 -0.220897 -2.277368 -0.775575 2.853464 -1.448685 -3.009620 1.128793 -2.930051 0.835034 -2.768285 -0.762701 2.402138 0.754932 2.754399 -2.400589 1.566194 -0.403490 0.503839 -0.714749 1.979305 -1.790410 1.248838 -0.629528 -1.680256 1.152932 -3.005837 2.291653 
0.982606 0.527644 -1.418388 0.923190 -2.673842 -2.067488 2.740508 -0.279869 0.770257 -1.035796 -1.458700 2.256563 -0.454518 0.641222 1.206757 1.145348 2.977738 1.000485 -0.035163 0.846451 -2.523054 -1.512151 -1.020963 -2.648273 0.760859 -3.055386 -0.495378 0.712454 2.028336 -1.886676 -1.427788 2.076048 1.862773 1.796673 1.521644 -1.687248 2.426112 -0.919088 -1.930516 2.939191 -0.822419 -1.644393 1.072944 -2.892988 -2.619695 0.890570 1.008045 -0.031710 -0.158215 1.138859 1.493884 -2.809924 -0.857383 -3.132798 -0.818607 -0.486642 -1.011158 -2.413328 -1.319325 -1.764005 1.631963 -0.970811 -1.549614 1.772473 
-1.816808 2.194265 0.088106 0.303570 2.236484 2.868949 -2.786987 -0.264354 -0.728637 2.330990 1.977002 -2.144975 -2.863108 0.104882 2.010335 2.489112 0.634603 -0.715096 0.133321 1.351479 -1.454567 -2.815388 -0.125733 -0.350986 -2.439858 -1.239391 -0.440922 2.799456 -2.424137 1.281427 -1.997995 -2.715562 -1.425025 -2.032871 -1.072841 1.802835 -1.977620 0.776517 0.761706 0.119703 2.536290 -1.391442 0.994130 -2.368829 1.631581 -3.099218 1.758731 2.303318 1.571250 2.360204 2.159060 -2.329226 -3.111265 -1.815026 1.926476 -0.412954 -1.323971 2.980548 -1.898172 -1.705780 2.245107 -2.560409 2.346907 -2.514044 
0.993873 2.783813 2.614879 -1.589967 1.529554 1.054006 -1.908959 -1.264800 -2.347326 -2.111605 -0.930859 -2.445097 -2.629298 -0.365169 -0.755081 -0.491831 0.915301 0.284516 -1.881082 1.716772 1.699825 2.546097 -2.306724 -1.256204 -3.022542 -1.784852 2.688454 -0.649951 1.959870 1.440274 -0.416814 1.708357 -0.939017 -1.140703 -0.330906 -1.226035 -0.722133 1.464737 0.285318 -1.317264 0.596925 1.116074 -1.000920 -2.736115 2.108063 -3.136654 -1.108068 0.036809 -1.649402 2.863172 3.014668 0.310720 -2.239629 1.129218 -0.086089 0.968698 -2.085329 -0.582764 1.123655 0.659209 1.395204 2.353195 -3.052028 -2.682388 
2.537806 1.909099 0.219212 1.115091 -0.672609 -0.278917 2.012923 -2.037343 -2.566169 -1.801091 -1.420832 1.002397 -1.948735 2.296134 -2.711036 -1.112149 -1.108187 -0.400172 -1.902361 0.987636 -2.205063 2.780130 1.655583 -0.665197 3.119525 -2.953775 2.963572 2.859014 -2.453628 -0.043906 0.993418 -0.852877 1.310509 -0.255656 -2.386896 1.074134 -2.474150 -2.853889 2.860266 1.039530 -2.922876 -2.253070 0.612936 -2.245965 -0.053731 0.742085 -2.536911 3.112320 1.581820 2.613549 -1.705451 0.531757 1.015388 -0.242063 2.150453 0.416977 1.370753 -1.760848 -1.230004 -2.634206 1.029631 -0.221488 1.727022 -1.757831 
0.517461 -1.379366 0.803906 1.787422 -0.005209 0.714677 1.359191 -2.280489 -1.165308 -0.048262 -1.487026 0.816799 0.022190 -0.417231 2.189092 -1.811073 1.309328 -1.687768 -1.282814 0.404266 -2.340159 -2.386782 0.147544 -2.077552 -2.996477 -1.386329 -2.642277 -3.001814 1.785582 2.441774 1.202285 -0.835736 2.488004 2.645010 0.146986 -1.163214 -0.369030 1.229630 -2.580056 -1.667064 -3.030684 -2.860666 -2.258896 -1.029086 -3.029381 0.155155 -2.537449 0.719084 -1.037120 0.405682 1.232633 2.978030 -2.924380 -2.074630 -1.784671 1.926119 2.714083 -1.122513 -0.899545 -1.507431 -0.557693 1.825041 -1.674817 -1.772762 
-2.297842 0.573151 1.566446 2.372513 -1.966527 0.446819 -2.103037 2.039655 2.473382 -1.776961 1.065082 -2.092296 -0.326874 0.139899 -2.559065 -1.003521 -0.924018 -3.006470 1.000085 0.844703 -1.433000 2.952227 0.851257 1.916281 2.941597 -2.941369 0.212728 1.810513 1.378601 2.119862 3.029184 -1.801281 0.252538 -2.097889 0.883404 -0.753975 -0.284444 -0.236477 0.665783 -2.930284 -2.022164 1.991927 3.035232 -0.451478 2.940512 0.734938 -1.232408 -1.822995 2.267302 -2.435436 -2.641236 -1.147109 2.099822 2.044850 0.333655 -1.151990 1.522283 -1.751714 -1.971483 2.946916 -0.803645 -2.691021 1.769939 1.604908 
-2.550554 -0.438869 -1.262028 -0.216541 0.000994 -0.024121 -3.054252 1.730190 -1.902995 -2.523660 2.229501 -2.507025 -0.125353 0.513042 -0.842639 1.716413 2.381211 1.718600 2.681781 -2.697661 1.431594 -0.783661 -1.682418 2.080701 2.614534 1.574192 0.042902 -0.742844 -0.079368 0.339098 -2.375717 1.462123 1.047149 -0.502621 2.602920 -1.429775 -0.491379 -0.000870 -0.476005 2.101716 -1.859485 -2.407517 0.505938 2.694471 1.351448 -2.155851 0.974269 -2.436475 -0.117380 1.414855 -0.043103 2.565625 2.589070 -2.479854 0.323098 1.906119 0.361432 2.235193 1.169635 0.577864 -2.998472 -0.075849 -2.365893 -1.806514 
3.060050 -2.254078 2.540576 -1.147582 -2.376558 2.884416 -1.827065 1.506665 -0.363406 -3.128210 2.384742 1.358311 -2.984867 0.754221 1.176564 -0.508863 0.696973 -1.592204 -2.058304 -1.129009 -2.963292 -0.486993 -0.439700 2.021165 1.318298 -2.827925 1.067319 1.265030 -0.926341 1.656341 -0.954503 0.884520 -1.830017 0.820421 -0.564229 1.832730 -0.654457 -0.235407 -1.518897 -0.476364 0.067468 -1.798292 -0.742355 0.617304 2.813246 -0.924657 2.633856 -2.627357 3.107905 2.644646 0.411528 -1.086252 -2.208353 0.994231 2.532502 0.749025 -2.033614 -1.355703 -0.253108 0.255537 -0.209872 1.561196 1.175424 -1.839968 
-2.079968 1.277989 0.140852 -2.470860 1.789516 -1.408357 1.407873 0.590239 1.540201 2.850213 2.136959 -0.477372 2.467064 2.160213 1.415507 -2.470535 1.856632 -2.431609 1.103373 -2.546313 1.456353 -1.149622 2.679478 -1.952306 0.717911 2.978915 2.401482 -1.728055 1.168140 0.032633 -3.064919 0.305261 0.942236 2.597795 -1.963981 1.419328 -0.161119 -2.345863 0.985635 1.892097 -0.610627 2.307798 -0.756787 -0.181532 -0.024131 3.136699 -0.305519 -2.820546 -1.254641 -0.351795 -2.617150 -0.461185 0.921065 2.619538 3.033510 2.421410 3.079430 -2.473883 0.389025 -0.725833 2.530945 0.254665 -0.950722 1.906975 
3.015692 0.042718 -0.706353 2.585527 1.129072 2.652821 -1.253730 -0.954986 -1.370461 -1.345909 -0.513375 -2.952770 2.892445 -2.258703 2.061936 0.334491 2.281869 2.394474 0.217607 2.961882 1.492086 -2.383281 -2.162335 -1.412916 -1.837382 2.425955 -0.371233 2.306968 0.669674 1.012946 2.217954 1.788994 0.576603 -0.823560 2.614410 0.762518 -1.630132 2.881231 1.479755 0.500499 0.228388 0.453325 0.701572 2.357158 -1.868725 2.481285 1.029265 -0.646301 1.534902 -1.220189 -2.992577 -0.995176 2.892408 -2.577510 -0.339967 -1.501391 1.702577 -2.463902 1.424017 -1.638313 -0.089544 0.323832 1.625982 -0.370824 
